0, 4
1, 8
2, 16
3, 2
4, 10
5, 14
6, 1
7, 4
8, 6
9, 46
10, 1
11, 5
12, 2
13, 2
14, 25
15, 4
16, 13
17, 5
18, 4
19, 14
20, 13
21, 22
22, 20
23, 1
24, 4
25, 18
26, 5
27, 4
28, 1
29, 25
30, 13
31, 7
32, 1
33, 7
34, 11
35, 6
36, 4
37, 2
38, 2
39, 7
40, 2
41, 8
42, 12
43, 16
44, 10
45, 3
46, 4
47, 19
48, 1
49, 29
50, 10
51, 9
52, 15
53, 3
54, 2
55, 10
56, 4
57, 12
58, 27
59, 9
60, 5
61, 1
62, 3
63, 1
64, 2
65, 3
66, 2
67, 8
68, 1
69, 2
70, 2
71, 27
72, 4
73, 2
74, 7
75, 1
76, 4
77, 5
78, 3
79, 1
80, 11
81, 5
82, 6
83, 1
84, 14
85, 4
86, 7
87, 23
88, 5
89, 1
90, 70
91, 4
92, 2
93, 63
94, 11
95, 15
96, 16
97, 7
98, 6
99, 6
100, 2
101, 2
102, 52
103, 12
104, 6
105, 12
106, 1
107, 1
108, 8
109, 1
110, 7
111, 7
112, 2
113, 1
114, 6
115, 55
116, 5
117, 33
118, 8
119, 1
120, 6
121, 2
122, 90
123, 11
124, 5
125, 6
126, 16
127, 4
128, 4
129, 1
130, 6
131, 3
132, 6
133, 2
134, 1
135, 6
136, 1
137, 9
138, 3
139, 4
140, 9
141, 2
142, 2
143, 2
144, 3
145, 3
146, 7
147, 17
148, 1
149, 2
150, 1
151, 6
152, 2
153, 3
154, 4
155, 2
156, 3
157, 56
158, 8
159, 2
160, 126
161, 2
162, 1
163, 7
164, 26
165, 4
166, 5
167, 1
168, 4
169, 3
170, 4
171, 31
172, 4
173, 4
174, 2
175, 8
176, 10
177, 6
178, 6
179, 6
180, 6
181, 2
182, 2
183, 3
184, 29
185, 7
186, 3
187, 31
188, 9
189, 8
190, 2
191, 1
192, 12
193, 4
194, 2
195, 3
196, 7
197, 2
198, 2
199, 1
200, 2
201, 3
202, 1
203, 1
204, 17
205, 7
206, 2
207, 10
208, 1
209, 4
210, 6
211, 2
212, 3
213, 6
214, 61
215, 33
216, 1
217, 2
218, 6
219, 2
220, 4
221, 3
222, 23
223, 55
224, 45
225, 2
226, 15
227, 2
228, 12
229, 18
230, 2
231, 2
232, 6
233, 5
234, 6
235, 2
236, 3
237, 8
238, 63
239, 85
240, 3
241, 5
242, 35
243, 91
244, 6
245, 2
246, 5
247, 16
248, 4
249, 1
250, 2
251, 6
252, 5
253, 19
254, 4
255, 4
256, 8
257, 2
258, 2
259, 2
260, 5
261, 5
262, 20
263, 6
264, 2
265, 3
266, 4
267, 64
268, 12
269, 15
270, 5
271, 4
272, 21
273, 4
274, 1
275, 6
276, 1
277, 2
278, 11
279, 1
280, 1
281, 1
282, 1
283, 7
284, 2
285, 7
286, 15
287, 2
288, 34
289, 9
290, 8
291, 5
292, 1
293, 7
294, 15
295, 24
296, 2
297, 14
298, 3
299, 2
300, 4
301, 1
302, 3
303, 2
304, 9
305, 4
306, 1
307, 9
308, 16
309, 2
310, 9
311, 4
312, 3
313, 1
314, 4
315, 1
316, 1
317, 16
318, 3
319, 3
320, 7
321, 19
322, 9
323, 2
324, 16
325, 3
326, 29
327, 51
328, 1
329, 4
330, 20
331, 3
332, 6
333, 4
334, 75
335, 4
336, 4
337, 15
338, 35
339, 5
340, 27
341, 3
342, 8
343, 1
344, 9
345, 6
346, 1
347, 1
348, 6
349, 3
350, 2
351, 6
352, 2
353, 4
354, 3
355, 6
356, 3
357, 3
358, 2
359, 11
360, 3
361, 3
362, 1
363, 30
364, 1
365, 45
366, 2
367, 9
368, 19
369, 5
370, 9
371, 1
372, 6
373, 3
374, 6
375, 5
376, 2
377, 4
378, 20
379, 10
380, 16
381, 1
382, 1
383, 10
384, 1
385, 3
386, 17
387, 6
388, 5
389, 6
390, 4
391, 4
392, 15
393, 4
394, 6
395, 2
396, 1
397, 6
398, 8
399, 2
400, 10
401, 2
402, 22
403, 8
404, 6
405, 1
406, 4
407, 35
408, 13
409, 4
410, 1
411, 1
412, 3
413, 4
414, 4
415, 4
416, 8
417, 2
418, 6
419, 2
420, 11
421, 4
422, 5
423, 1
424, 2
425, 4
426, 1
427, 6
428, 4
429, 24
430, 20
431, 13
432, 4
433, 2
434, 12
435, 16
436, 5
437, 3
438, 4
439, 6
440, 15
441, 4
442, 7
443, 5
444, 8
445, 7
446, 4
447, 4
448, 4
449, 12
450, 2
451, 6
452, 5
453, 8
454, 9
455, 6
456, 1
457, 2
458, 21
459, 12
460, 6
461, 3
462, 24
463, 7
464, 2
465, 43
466, 1
467, 3
468, 13
469, 2
470, 6
471, 1
472, 12
473, 4
474, 2
475, 8
476, 4
477, 5
478, 2
479, 15
480, 28
481, 1
482, 2
483, 17
484, 3
485, 1
486, 6
487, 8
488, 1
489, 7
490, 6
491, 2
492, 1
493, 3
494, 2
495, 20
496, 1
497, 24
498, 8
499, 8
500, 4
501, 2
502, 2
503, 1
504, 3
505, 18
506, 1
507, 10
508, 4
509, 2
510, 6
511, 2
512, 9
513, 35
514, 1
515, 1
516, 37
517, 11
518, 5
519, 9
520, 20
521, 6
522, 3
523, 2
524, 10
525, 3
526, 17
527, 8
528, 6
529, 1
530, 28
531, 2
532, 6
533, 31
534, 9
535, 2
536, 2
537, 7
538, 3
539, 5
540, 3
541, 16
542, 2
543, 1
544, 2
545, 13
546, 4
547, 1
548, 1
549, 10
550, 1
551, 2
552, 4
553, 47
554, 16
555, 1
556, 2
557, 2
558, 18
559, 12
560, 12
561, 6
562, 10
563, 8
564, 2
565, 18
566, 8
567, 3
568, 4
569, 1
570, 2
571, 10
572, 1
573, 2
574, 4
575, 6
576, 13
577, 3
578, 3
579, 2
580, 4
581, 1
582, 10
583, 12
584, 5
585, 2
586, 34
587, 2
588, 2
589, 1
590, 4
591, 6
592, 4
593, 9
594, 20
595, 1
596, 3
597, 4
598, 2
599, 2
600, 4
601, 1
602, 1
603, 10
604, 5
605, 3
606, 1
607, 4
608, 11
609, 1
610, 7
611, 16
612, 38
613, 10
614, 12
615, 3
616, 9
617, 1
618, 3
619, 1
620, 2
621, 6
622, 8
623, 3
624, 20
625, 5
626, 2
627, 2
628, 1
629, 1
630, 1
631, 4
632, 10
633, 3
634, 6
635, 2
636, 4
637, 4
638, 6
639, 4
640, 1
641, 40
642, 1
643, 13
644, 4
645, 1
646, 5
647, 91
648, 16
649, 11
650, 1
651, 1
652, 4
653, 1
654, 4
655, 1
656, 7
657, 4
658, 2
659, 8
660, 6
661, 9
662, 35
663, 1
664, 1
665, 2
666, 2
667, 24
668, 2
669, 6
670, 13
671, 14
672, 6
673, 4
674, 7
675, 7
676, 3
677, 2
678, 8
679, 6
680, 20
681, 2
682, 4
683, 2
684, 1
685, 17
686, 1
687, 1
688, 6
689, 4
690, 21
691, 2
692, 6
693, 6
694, 29
695, 4
696, 7
697, 3
698, 8
699, 7
700, 11
701, 1
702, 5
703, 5
704, 8
705, 3
706, 2
707, 6
708, 1
709, 1
710, 4
711, 3
712, 4
713, 2
714, 1
715, 25
716, 2
717, 6
718, 12
719, 3
720, 2
721, 3
722, 2
723, 4
724, 3
725, 1
726, 1
727, 4
728, 2
729, 2
730, 10
731, 2
732, 8
733, 5
734, 2
735, 10
736, 12
737, 1
738, 6
739, 2
740, 2
741, 8
742, 9
743, 1
744, 1
745, 2
746, 16
747, 7
748, 11
749, 22
750, 4
751, 6
752, 89
753, 5
754, 3
755, 3
756, 1
757, 3
758, 2
759, 12
760, 6
761, 12
762, 3
763, 2
764, 4
765, 1
766, 16
767, 15
768, 14
769, 4
770, 15
771, 14
772, 3
773, 1
774, 3
775, 7
776, 4
777, 46
778, 1
779, 10
780, 70
781, 3
782, 4
783, 1
784, 2
785, 2
786, 10
787, 4
788, 2
789, 2
790, 1
791, 6
792, 12
793, 2
794, 24
795, 3
796, 3
797, 3
798, 1
799, 2
800, 8
801, 2
802, 1
803, 4
804, 3
805, 3
806, 10
807, 10
808, 4
809, 1
810, 6
811, 2
812, 6
813, 10
814, 9
815, 7
816, 2
817, 4
818, 6
819, 6
820, 6
821, 2
822, 3
823, 2
824, 2
825, 22
826, 2
827, 8
828, 4
829, 7
830, 2
831, 15
832, 2
833, 6
834, 11
835, 7
836, 5
837, 12
838, 3
839, 3
840, 1
841, 3
842, 10
843, 4
844, 15
845, 2
846, 2
847, 6
848, 2
849, 18
850, 8
851, 2
852, 2
853, 17
854, 4
855, 2
856, 43
857, 3
858, 2
859, 9
860, 13
861, 2
862, 1
863, 1
864, 3
865, 7
866, 3
867, 9
868, 16
869, 2
870, 6
871, 12
872, 12
873, 1
874, 2
875, 5
876, 1
877, 3
878, 4
879, 6
880, 3
881, 1
882, 2
883, 3
884, 1
885, 7
886, 4
887, 1
888, 1
889, 5
890, 3
891, 3
892, 1
893, 10
894, 9
895, 1
896, 2
897, 4
898, 4
899, 3
900, 40
901, 2
902, 2
903, 32
904, 1
905, 3
906, 4
907, 10
908, 4
909, 3
910, 3
911, 2
912, 4
913, 8
914, 6
915, 3
916, 2
917, 1
918, 8
919, 6
920, 2
921, 2
922, 2
923, 2
924, 6
925, 6
926, 3
927, 2
928, 2
929, 3
930, 4
931, 10
932, 1
933, 6
934, 25
935, 4
936, 14
937, 34
938, 1
939, 9
940, 45
941, 1
942, 2
943, 16
944, 5
945, 4
946, 4
947, 2
948, 1
949, 2
950, 16
951, 12
952, 7
953, 14
954, 3
955, 2
956, 6
957, 16
958, 13
959, 3
960, 3
961, 3
962, 9
963, 20
964, 2
965, 4
966, 1
967, 2
968, 4
969, 1
970, 7
971, 1
972, 4
973, 4
974, 16
975, 1
976, 2
977, 2
978, 4
979, 4
980, 2
981, 3
982, 2
983, 3
984, 6
985, 4
986, 11
987, 3
988, 1
989, 1
990, 1
991, 1
992, 6
993, 31
994, 6
995, 4
996, 1
997, 56
998, 12
999, 1
